"﻿""DATA POMIARU""",B720U03000
2017-06-04 11:39:00,655.14
2017-06-04 11:40:00,648.45
2017-06-04 11:41:00,665.86
2017-06-04 11:42:00,600.83
2017-06-04 11:43:00,675.74
2017-06-04 11:44:00,695.54
2017-06-04 11:45:00,723.89
2017-06-04 11:46:00,715.83
2017-06-04 11:47:00,722.61
2017-06-04 11:48:00,679.59
2017-06-04 11:49:00,597.49
2017-06-04 11:50:00,822.79
2017-06-04 11:51:00,845.92
2017-06-04 11:52:00,695.92
2017-06-04 11:53:00,778.42
2017-06-04 11:54:00,796.38
2017-06-04 11:55:00,705.72
2017-06-04 11:56:00,618.34
2017-06-04 11:57:00,502.28
2017-06-04 11:58:00,783.88
2017-06-04 11:59:00,790.74
2017-06-04 12:00:00,711.51
2017-06-04 12:01:00,604.24
2017-06-04 12:02:00,782.58
2017-06-04 12:03:00,778.78
2017-06-04 12:04:00,812.28
2017-06-04 12:05:00,803.42
2017-06-04 12:06:00,813.2
2017-06-04 12:07:00,824.92
2017-06-04 12:08:00,830.15
2017-06-04 12:09:00,829.4
2017-06-04 12:10:00,840.06
2017-06-04 12:11:00,847.08
2017-06-04 12:12:00,846.25
2017-06-04 12:13:00,850.72
2017-06-04 12:14:00,831.31
2017-06-04 12:15:00,845.9
2017-06-04 12:16:00,837.97
2017-06-04 12:17:00,840.35
2017-06-04 12:18:00,825.09
2017-06-04 12:19:00,814.04
2017-06-04 12:20:00,815
2017-06-04 12:21:00,815.4
2017-06-04 12:22:00,807.38
2017-06-04 12:23:00,807.67
2017-06-04 12:24:00,805.9
2017-06-04 12:25:00,694.58
2017-06-04 12:26:00,731.7
2017-06-04 12:27:00,755.85
2017-06-04 12:28:00,732.22
2017-06-04 12:29:00,738.53
2017-06-04 12:30:00,763.46
2017-06-04 12:31:00,745.05
2017-06-04 12:32:00,643.95
2017-06-04 12:33:00,591.86
2017-06-04 12:34:00,683.65
2017-06-04 12:35:00,718.01
2017-06-04 12:36:00,737.75
2017-06-04 12:37:00,738.17
2017-06-04 12:38:00,744.3
2017-06-04 12:39:00,766.99
2017-06-04 12:40:00,770.05
2017-06-04 12:41:00,748.72
2017-06-04 12:42:00,746.97
2017-06-04 12:43:00,731.77
2017-06-04 12:44:00,721.16
2017-06-04 12:45:00,731.12
2017-06-04 12:46:00,747.29
2017-06-04 12:47:00,756.92
2017-06-04 12:48:00,770.8
2017-06-04 12:49:00,738.92
2017-06-04 12:50:00,737.89
2017-06-04 12:51:00,740.24
2017-06-04 12:52:00,635.78
2017-06-04 12:53:00,690.71
2017-06-04 12:54:00,666.48
2017-06-04 12:55:00,378.43
2017-06-04 12:56:00,615.55
2017-06-04 12:57:00,726.41
2017-06-04 12:58:00,714.98
2017-06-04 12:59:00,473.59
2017-06-04 13:00:00,378.78
2017-06-04 13:01:00,432.54
2017-06-04 13:02:00,708.43
2017-06-04 13:03:00,680.4
2017-06-04 13:04:00,668.06
2017-06-04 13:05:00,701.62
2017-06-04 13:06:00,756.84
2017-06-04 13:07:00,724.24
2017-06-04 13:08:00,582.64
2017-06-04 13:09:00,760.28
2017-06-04 13:10:00,696.03
2017-06-04 13:11:00,554.16
2017-06-04 13:12:00,792.72
2017-06-04 13:13:00,707.04
2017-06-04 13:14:00,342.3
2017-06-04 13:15:00,425.63
2017-06-04 13:16:00,630.34
2017-06-04 13:17:00,696.94
2017-06-04 13:18:00,674.59
2017-06-04 13:19:00,658.54
2017-06-04 13:20:00,665.26
2017-06-04 13:21:00,689.7
2017-06-04 13:22:00,718.32
2017-06-04 13:23:00,736.03
2017-06-04 13:24:00,727.03
2017-06-04 13:25:00,670.57
2017-06-04 13:26:00,676.55
2017-06-04 13:27:00,735.79
2017-06-04 13:28:00,701.85
2017-06-04 13:29:00,672.39
2017-06-04 13:30:00,577.76
2017-06-04 13:31:00,689.96
2017-06-04 13:32:00,695.21
2017-06-04 13:33:00,695.41
2017-06-04 13:34:00,709.7
2017-06-04 13:35:00,716.1
2017-06-04 13:36:00,754.79
2017-06-04 13:37:00,782.32
2017-06-04 13:38:00,790.37
2017-06-04 13:39:00,767.32
2017-06-04 13:40:00,755.04
2017-06-04 13:41:00,796.89
2017-06-04 13:42:00,817.53
2017-06-04 13:43:00,807.17
2017-06-04 13:44:00,783.1
2017-06-04 13:45:00,798.85
2017-06-04 13:46:00,793.7
2017-06-04 13:47:00,752.1
2017-06-04 13:48:00,668.86
2017-06-04 13:49:00,603.84
2017-06-04 13:50:00,556.8
2017-06-04 13:51:00,704.78
2017-06-04 13:52:00,764.84
2017-06-04 13:53:00,736.74
2017-06-04 13:54:00,704.65
2017-06-04 13:55:00,701.62
2017-06-04 13:56:00,733.4
2017-06-04 13:57:00,711.93
2017-06-04 13:58:00,698.63
2017-06-04 13:59:00,701.6
2017-06-04 14:00:00,726.24
2017-06-04 14:01:00,727.46
2017-06-04 14:02:00,728.76
2017-06-04 14:03:00,694.51
2017-06-04 14:04:00,668.63
2017-06-04 14:05:00,622.12
2017-06-04 14:06:00,624.05
2017-06-04 14:07:00,596.41
2017-06-04 14:08:00,598.73
2017-06-04 14:09:00,625.3
2017-06-04 14:10:00,595.96
2017-06-04 14:11:00,520.58
2017-06-04 14:12:00,508.04
2017-06-04 14:13:00,562.13
2017-06-04 14:14:00,578.48
2017-06-04 14:15:00,644.71
2017-06-04 14:16:00,693.09
2017-06-04 14:17:00,711.43
2017-06-04 14:18:00,699.6
2017-06-04 14:19:00,662.3
2017-06-04 14:20:00,620.32
2017-06-04 14:21:00,632.52
2017-06-04 14:22:00,652.57
2017-06-04 14:23:00,708.14
2017-06-04 14:24:00,726.86
2017-06-04 14:25:00,719.4
2017-06-04 14:26:00,713.66
2017-06-04 14:27:00,724.08
2017-06-04 14:28:00,711.9
2017-06-04 14:29:00,717.5
2017-06-04 14:30:00,716.92
2017-06-04 14:31:00,713.17
2017-06-04 14:32:00,703.21
2017-06-04 14:33:00,675.97
2017-06-04 14:34:00,674.98
2017-06-04 14:35:00,661.37
2017-06-04 14:36:00,563.96
2017-06-04 14:37:00,401.97
2017-06-04 14:38:00,624.3
2017-06-04 14:39:00,662.96
2017-06-04 14:40:00,663.07
2017-06-04 14:41:00,667.73
2017-06-04 14:42:00,671.71
2017-06-04 14:43:00,676.38
2017-06-04 14:44:00,660.77
2017-06-04 14:45:00,657.47
2017-06-04 14:46:00,638.65
2017-06-04 14:47:00,650.38
2017-06-04 14:48:00,544.26
2017-06-04 14:49:00,273.99
2017-06-04 14:50:00,396.38
2017-06-04 14:51:00,635.51
2017-06-04 14:52:00,514.52
2017-06-04 14:53:00,557.59
2017-06-04 14:54:00,642.49
2017-06-04 14:55:00,634.81
2017-06-04 14:56:00,660.18
2017-06-04 14:57:00,675.84
2017-06-04 14:58:00,596.4
2017-06-04 14:59:00,577.61
2017-06-04 15:00:00,471.03
2017-06-04 15:01:00,243.47
2017-06-04 15:02:00,557.2
2017-06-04 15:03:00,466.01
2017-06-04 15:04:00,294.13
2017-06-04 15:05:00,617.67
2017-06-04 15:06:00,625.9
2017-06-04 15:07:00,620.36
2017-06-04 15:08:00,623.07
2017-06-04 15:09:00,618.23
2017-06-04 15:10:00,610.04
2017-06-04 15:11:00,607.39
2017-06-04 15:12:00,597.15
2017-06-04 15:13:00,597.37
2017-06-04 15:14:00,580.5
2017-06-04 15:15:00,566.66
2017-06-04 15:16:00,539.53
2017-06-04 15:17:00,543.87
2017-06-04 15:18:00,388.36
2017-06-04 15:19:00,531.94
2017-06-04 15:20:00,573.98
2017-06-04 15:21:00,587.08
2017-06-04 15:22:00,415.66
2017-06-04 15:23:00,265.84
2017-06-04 15:24:00,293.31
2017-06-04 15:25:00,198.44
2017-06-04 15:26:00,280.05
2017-06-04 15:27:00,356.48
2017-06-04 15:28:00,504.56
2017-06-04 15:29:00,368.04
2017-06-04 15:30:00,282.1
2017-06-04 15:31:00,265.2
2017-06-04 15:32:00,254.98
2017-06-04 15:33:00,253.28
2017-06-04 15:34:00,303.62
2017-06-04 15:35:00,220.76
2017-06-04 15:36:00,205.45
2017-06-04 15:37:00,195.9
2017-06-04 15:38:00,188.97
2017-06-04 15:39:00,192.77
2017-06-04 15:40:00,205.49
2017-06-04 15:41:00,232.91
2017-06-04 15:42:00,507.04
2017-06-04 15:43:00,569.22
2017-06-04 15:44:00,583.86
2017-06-04 15:45:00,389.09
2017-06-04 15:46:00,363.89
2017-06-04 15:47:00,295.65
2017-06-04 15:48:00,302.84
2017-06-04 15:49:00,207.24
2017-06-04 15:50:00,231.01
2017-06-04 15:51:00,262.6
2017-06-04 15:52:00,198.63
2017-06-04 15:53:00,204.92
2017-06-04 15:54:00,319.7
2017-06-04 15:55:00,215.53
2017-06-04 15:56:00,216.64
2017-06-04 15:57:00,221.51
2017-06-04 15:58:00,314.91
2017-06-04 15:59:00,218.5
2017-06-04 16:00:00,204.07
2017-06-04 16:01:00,210.08
2017-06-04 16:02:00,227.62
2017-06-04 16:03:00,302.27
2017-06-04 16:04:00,356.61
2017-06-04 16:05:00,522.19
2017-06-04 16:06:00,596.81
2017-06-04 16:07:00,599.93
2017-06-04 16:08:00,607.44
2017-06-04 16:09:00,612.41
2017-06-04 16:10:00,594.47
2017-06-04 16:11:00,322.22
2017-06-04 16:12:00,229.08
2017-06-04 16:13:00,205.92
2017-06-04 16:14:00,173.19
2017-06-04 16:15:00,144.36
2017-06-04 16:16:00,122.72
2017-06-04 16:17:00,107.09
2017-06-04 16:18:00,96.53
2017-06-04 16:19:00,88.88
2017-06-04 16:20:00,82.76
2017-06-04 16:21:00,76.92
2017-06-04 16:22:00,72.47
2017-06-04 16:23:00,68.94
2017-06-04 16:24:00,64.13
2017-06-04 16:25:00,60.01
2017-06-04 16:26:00,56.81
2017-06-04 16:27:00,53.77
2017-06-04 16:28:00,48.13
2017-06-04 16:29:00,42.77
2017-06-04 16:30:00,38.3
2017-06-04 16:31:00,35
2017-06-04 16:32:00,32.01
2017-06-04 16:33:00,29.37
2017-06-04 16:34:00,27.62
2017-06-04 16:35:00,26.72
2017-06-04 16:36:00,27.5
2017-06-04 16:37:00,29.6
2017-06-04 16:38:00,29.87
2017-06-04 16:39:00,30.35
2017-06-04 16:40:00,31.44
2017-06-04 16:41:00,32.39
2017-06-04 16:42:00,33.1
2017-06-04 16:43:00,33.63
2017-06-04 16:44:00,34.53
2017-06-04 16:45:00,35.99
2017-06-04 16:46:00,37.41
2017-06-04 16:47:00,38.62
2017-06-04 16:48:00,39.79
2017-06-04 16:49:00,41.57
2017-06-04 16:50:00,44.3
2017-06-04 16:51:00,49.68
2017-06-04 16:52:00,54.4
2017-06-04 16:53:00,58.51
2017-06-04 16:54:00,69.8
2017-06-04 16:55:00,75.19
2017-06-04 16:56:00,88.66
2017-06-04 16:57:00,83.93
2017-06-04 16:58:00,84.16
2017-06-04 16:59:00,85.11
2017-06-04 17:00:00,89.2
2017-06-04 17:01:00,96.51
2017-06-04 17:02:00,106.02
2017-06-04 17:03:00,137.87
2017-06-04 17:04:00,143.96
2017-06-04 17:05:00,111.09
2017-06-04 17:06:00,109.39
2017-06-04 17:07:00,134.14
2017-06-04 17:08:00,152.65
2017-06-04 17:09:00,146.68
2017-06-04 17:10:00,141.28
2017-06-04 17:11:00,138.39
2017-06-04 17:12:00,141.96
2017-06-04 17:13:00,143.07
2017-06-04 17:14:00,148.6
2017-06-04 17:15:00,152.18
2017-06-04 17:16:00,161.28
2017-06-04 17:17:00,160.37
2017-06-04 17:18:00,169.69
2017-06-04 17:19:00,175.22
2017-06-04 17:20:00,166.91
2017-06-04 17:21:00,161.45
2017-06-04 17:22:00,160.74
2017-06-04 17:23:00,151.66
2017-06-04 17:24:00,136.65
2017-06-04 17:25:00,137.57
2017-06-04 17:26:00,138.2
2017-06-04 17:27:00,135.27
2017-06-04 17:28:00,131.5
2017-06-04 17:29:00,121.77
2017-06-04 17:30:00,115.32
2017-06-04 17:31:00,109.07
2017-06-04 17:32:00,103.93
2017-06-04 17:33:00,96.51
2017-06-04 17:34:00,88
2017-06-04 17:35:00,81.31
2017-06-04 17:36:00,76.28
2017-06-04 17:37:00,71.73
2017-06-04 17:38:00,67.95
2017-06-04 17:39:00,63.9
2017-06-04 17:40:00,59.46
2017-06-04 17:41:00,55.65
2017-06-04 17:42:00,52.26
2017-06-04 17:43:00,48.51
2017-06-04 17:44:00,43.88
2017-06-04 17:45:00,39.64
2017-06-04 17:46:00,36.32
2017-06-04 17:47:00,33.6
2017-06-04 17:48:00,31.19
2017-06-04 17:49:00,28.69
2017-06-04 17:50:00,26.4
2017-06-04 17:51:00,24.4
2017-06-04 17:52:00,22.34
2017-06-04 17:53:00,20.78
2017-06-04 17:54:00,19.8
2017-06-04 17:55:00,19.32
2017-06-04 17:56:00,19.09
2017-06-04 17:57:00,18.48
2017-06-04 17:58:00,17.36
2017-06-04 17:59:00,15.63
2017-06-04 18:00:00,13.06
2017-06-04 18:01:00,9.83
2017-06-04 18:02:00,7.39
2017-06-04 18:03:00,5.96
2017-06-04 18:04:00,5.1
2017-06-04 18:05:00,3.94
2017-06-04 18:06:00,2.36
2017-06-04 18:07:00,0.88
2017-06-04 18:08:00,-0.26
2017-06-04 18:09:00,-0.84
2017-06-04 18:10:00,-0.99
2017-06-04 18:11:00,-1.01
2017-06-04 18:12:00,-1.01
2017-06-04 18:13:00,-1.05
2017-06-04 18:14:00,-1.16
2017-06-04 18:15:00,-1.68
2017-06-04 18:16:00,-2.22
2017-06-04 18:17:00,-2.3
2017-06-04 18:18:00,-2.3
2017-06-04 18:19:00,-2.17
2017-06-04 18:20:00,-2.09
2017-06-04 18:21:00,-2.05
2017-06-04 18:22:00,-1.65
2017-06-04 18:23:00,-1.58
2017-06-04 18:24:00,-0.44
2017-06-04 18:25:00,-0.35
2017-06-04 18:26:00,-0.56
2017-06-04 18:27:00,0.49
2017-06-04 18:28:00,-0.01
2017-06-04 18:29:00,-0.94
2017-06-04 18:30:00,-1.74
2017-06-04 18:31:00,-1.63
2017-06-04 18:32:00,-1.46
2017-06-04 18:33:00,-1.49
2017-06-04 18:34:00,-1.67
2017-06-04 18:35:00,-1.92
2017-06-04 18:36:00,-1.89
2017-06-04 18:37:00,-0.88
2017-06-04 18:38:00,0.02
2017-06-04 18:39:00,0.61
2017-06-04 18:40:00,0.96
2017-06-04 18:41:00,0.77
2017-06-04 18:42:00,0.07
2017-06-04 18:43:00,-0.72
2017-06-04 18:44:00,-1.28
2017-06-04 18:45:00,-1.5
2017-06-04 18:46:00,-1.91
2017-06-04 18:47:00,-2.3
2017-06-04 18:48:00,-2.3
2017-06-04 18:49:00,-2.34
2017-06-04 18:50:00,-2.29
2017-06-04 18:51:00,-2.29
2017-06-04 18:52:00,-2.45
2017-06-04 18:53:00,-2.48
2017-06-04 18:54:00,-2.5
2017-06-04 18:55:00,-2.51
2017-06-04 18:56:00,-2.7
2017-06-04 18:57:00,-2.73
2017-06-04 18:58:00,-3.02
2017-06-04 18:59:00,-3.3
2017-06-04 19:00:00,-3.45
2017-06-04 19:01:00,-3.34
2017-06-04 19:02:00,-3.34
2017-06-04 19:03:00,-3.03
2017-06-04 19:04:00,-2.83
2017-06-04 19:05:00,-2.91
2017-06-04 19:06:00,-3.1
2017-06-04 19:07:00,-3.03
2017-06-04 19:08:00,-2.92
2017-06-04 19:09:00,-2.77
2017-06-04 19:10:00,-2.51
2017-06-04 19:11:00,-2.44
2017-06-04 19:12:00,-2.53
2017-06-04 19:13:00,-2.81
2017-06-04 19:14:00,-3.09
2017-06-04 19:15:00,-3.13
2017-06-04 19:16:00,-3.17
2017-06-04 19:17:00,-3.34
2017-06-04 19:18:00,-3.34
2017-06-04 19:19:00,-3.42
2017-06-04 19:20:00,-3.64
2017-06-04 19:21:00,-3.72
2017-06-04 19:22:00,-3.76
2017-06-04 19:23:00,-3.76
2017-06-04 19:24:00,-3.76
2017-06-04 19:25:00,-3.71
2017-06-04 19:26:00,-3.5
2017-06-04 19:27:00,-3.24
2017-06-04 19:28:00,-2.95
2017-06-04 19:29:00,-2.72
2017-06-04 19:30:00,-2.78
2017-06-04 19:31:00,-2.99
2017-06-04 19:32:00,-3.13
2017-06-04 19:33:00,-3.33
2017-06-04 19:34:00,-3.34
2017-06-04 19:35:00,-3.39
2017-06-04 19:36:00,-3.54
2017-06-04 19:37:00,-3.62
2017-06-04 19:38:00,-3.63
2017-06-04 19:39:00,-3.7
2017-06-04 19:40:00,-3.76
2017-06-04 19:41:00,-3.65
2017-06-04 19:42:00,-3.52
2017-06-04 19:43:00,-3.34
2017-06-04 19:44:00,-3.34
2017-06-04 19:45:00,-3.35
2017-06-04 19:46:00,-3.34
2017-06-04 19:47:00,-3.27
2017-06-04 19:48:00,-3.13
2017-06-04 19:49:00,-3.19
2017-06-04 19:50:00,-3.33
2017-06-04 19:51:00,-3.34
2017-06-04 19:52:00,-3.34
2017-06-04 19:53:00,-3.54
2017-06-04 19:54:00,-3.56
2017-06-04 19:55:00,-3.77
2017-06-04 19:56:00,-3.95
2017-06-04 19:57:00,-3.97
2017-06-04 19:58:00,-3.98
2017-06-04 19:59:00,-4.07
2017-06-04 20:00:00,-4.03
2017-06-04 20:01:00,-3.83
2017-06-04 20:02:00,-3.62
2017-06-04 20:03:00,-3.31
2017-06-04 20:04:00,-3.06
2017-06-04 20:05:00,-2.81
2017-06-04 20:06:00,-2.73
2017-06-04 20:07:00,-2.96
2017-06-04 20:08:00,-3.26
2017-06-04 20:09:00,-3.48
2017-06-04 20:10:00,-3.55
2017-06-04 20:11:00,-3.55
2017-06-04 20:12:00,-3.56
2017-06-04 20:13:00,-3.55
2017-06-04 20:14:00,-3.58
2017-06-04 20:15:00,-3.76
2017-06-04 20:16:00,-3.76
2017-06-04 20:17:00,-3.69
2017-06-04 20:18:00,-3.54
2017-06-04 20:19:00,-3.49
2017-06-04 20:20:00,-3.55
2017-06-04 20:21:00,-3.54
2017-06-04 20:22:00,-3.35
2017-06-04 20:23:00,-3.14
2017-06-04 20:24:00,-3.09
2017-06-04 20:25:00,-3.04
2017-06-04 20:26:00,-3.12
2017-06-04 20:27:00,-3.14
2017-06-04 20:28:00,-3.15
2017-06-04 20:29:00,-3.18
2017-06-04 20:30:00,-3.22
2017-06-04 20:31:00,-3.27
2017-06-04 20:32:00,-3.34
2017-06-04 20:33:00,-3.49
2017-06-04 20:34:00,-3.4
2017-06-04 20:35:00,-3.34
2017-06-04 20:36:00,-3.47
2017-06-04 20:37:00,-3.55
2017-06-04 20:38:00,-3.55
2017-06-04 20:39:00,-3.67
2017-06-04 20:40:00,-3.76
2017-06-04 20:41:00,-3.66
2017-06-04 20:42:00,-3.51
2017-06-04 20:43:00,-3.29
2017-06-04 20:44:00,-3.21
2017-06-04 20:45:00,-3.13
2017-06-04 20:46:00,-3.13
2017-06-04 20:47:00,-3.13
2017-06-04 20:48:00,-3.14
2017-06-04 20:49:00,-3.39
2017-06-04 20:50:00,-3.62
2017-06-04 20:51:00,-3.76
2017-06-04 20:52:00,-3.76
2017-06-04 20:53:00,-3.76
2017-06-04 20:54:00,-3.76
2017-06-04 20:55:00,-3.73
2017-06-04 20:56:00,-3.54
2017-06-04 20:57:00,-3.53
2017-06-04 20:58:00,-3.64
2017-06-04 20:59:00,-3.78
2017-06-04 21:00:00,-3.9
2017-06-04 21:01:00,-3.97
2017-06-04 21:02:00,-3.97
2017-06-04 21:03:00,-3.9
2017-06-04 21:04:00,-3.76
2017-06-04 21:05:00,-3.91
2017-06-04 21:06:00,-3.97
2017-06-04 21:07:00,-3.95
2017-06-04 21:08:00,-3.95
2017-06-04 21:09:00,-4.02
2017-06-04 21:10:00,-4.15
2017-06-04 21:11:00,-4.01
2017-06-04 21:12:00,-3.87
2017-06-04 21:13:00,-3.76
2017-06-04 21:14:00,-3.76
2017-06-04 21:15:00,-3.76
2017-06-04 21:16:00,-3.76
2017-06-04 21:17:00,-3.76
2017-06-04 21:18:00,-3.76
2017-06-04 21:19:00,-3.82
2017-06-04 21:20:00,-3.97
2017-06-04 21:21:00,-4.03
2017-06-04 21:22:00,-4.15
2017-06-04 21:23:00,-4.21
2017-06-04 21:24:00,-4.36
2017-06-04 21:25:00,-4.18
2017-06-04 21:26:00,-4.11
2017-06-04 21:27:00,-3.87
2017-06-04 21:28:00,-3.76
2017-06-04 21:29:00,-3.76
2017-06-04 21:30:00,-3.94
2017-06-04 21:31:00,-4.07
2017-06-04 21:32:00,-4.24
2017-06-04 21:33:00,-4.38
2017-06-04 21:34:00,-4.38
2017-06-04 21:35:00,-4.38
2017-06-04 21:36:00,-4.38
2017-06-04 21:37:00,-4.38
2017-06-04 21:38:00,-4.38
2017-06-04 21:39:00,-4.38
2017-06-04 21:40:00,-4.39
2017-06-04 21:41:00,-4.38
2017-06-04 21:42:00,-4.38
2017-06-04 21:43:00,-4.36
2017-06-04 21:44:00,-3.99
2017-06-04 21:45:00,-3.52
2017-06-04 21:46:00,-2.67
2017-06-04 21:47:00,-2.31
2017-06-04 21:48:00,-2.22
2017-06-04 21:49:00,-2.09
2017-06-04 21:50:00,-2.18
2017-06-04 21:51:00,-2.16
2017-06-04 21:52:00,-2.14
2017-06-04 21:53:00,-2.38
2017-06-04 21:54:00,-2.59
2017-06-04 21:55:00,-2.59
2017-06-04 21:56:00,-2.77
2017-06-04 21:57:00,-3.06
2017-06-04 21:58:00,-3.13
2017-06-04 21:59:00,-3.25
2017-06-04 22:00:00,-3.35
2017-06-04 22:01:00,-3.52
2017-06-04 22:02:00,-3.12
2017-06-04 22:03:00,-2.6
2017-06-04 22:04:00,-2.59
2017-06-04 22:05:00,-2.71
2017-06-04 22:06:00,-2.71
2017-06-04 22:07:00,-2.91
2017-06-04 22:08:00,-2.94
2017-06-04 22:09:00,-2.92
2017-06-04 22:10:00,-2.91
2017-06-04 22:11:00,-2.92
2017-06-04 22:12:00,-3.07
2017-06-04 22:13:00,-3.22
2017-06-04 22:14:00,-3.34
2017-06-04 22:15:00,-3.34
2017-06-04 22:16:00,-3.34
2017-06-04 22:17:00,-3.52
2017-06-04 22:18:00,-3.55
2017-06-04 22:19:00,-3.55
2017-06-04 22:20:00,-3.58
2017-06-04 22:21:00,-3.76
2017-06-04 22:22:00,-3.76
2017-06-04 22:23:00,-3.76
2017-06-04 22:24:00,-3.76
2017-06-04 22:25:00,-3.76
2017-06-04 22:26:00,-3.74
2017-06-04 22:27:00,-3.6
2017-06-04 22:28:00,-3.47
2017-06-04 22:29:00,-3.35
2017-06-04 22:30:00,-3.53
2017-06-04 22:31:00,-3.51
2017-06-04 22:32:00,-3.33
2017-06-04 22:33:00,-3.13
2017-06-04 22:34:00,-3.13
2017-06-04 22:35:00,-3.12
2017-06-04 22:36:00,-3.13
2017-06-04 22:37:00,-3.27
2017-06-04 22:38:00,-3.12
2017-06-04 22:39:00,-3.07
2017-06-04 22:40:00,-3.27
2017-06-04 22:41:00,-3.34
2017-06-04 22:42:00,-3.3
2017-06-04 22:43:00,-3.14
2017-06-04 22:44:00,-3.16
2017-06-04 22:45:00,-3.3
2017-06-04 22:46:00,-3.34
2017-06-04 22:47:00,-3.23
2017-06-04 22:48:00,-3.21
2017-06-04 22:49:00,-3.24
2017-06-04 22:50:00,-3.34
2017-06-04 22:51:00,-3.34
2017-06-04 22:52:00,-3.51
2017-06-04 22:53:00,-3.63
2017-06-04 22:54:00,-3.74
2017-06-04 22:55:00,-3.77
2017-06-04 22:56:00,-3.93
2017-06-04 22:57:00,-3.8
2017-06-04 22:58:00,-3.76
2017-06-04 22:59:00,-3.74
2017-06-04 23:00:00,-3.7
2017-06-04 23:01:00,-3.76
2017-06-04 23:02:00,-3.76
2017-06-04 23:03:00,-3.76
2017-06-04 23:04:00,-3.94
2017-06-04 23:05:00,-4.07
2017-06-04 23:06:00,-4.15
2017-06-04 23:07:00,-4.17
2017-06-04 23:08:00,-3.99
2017-06-04 23:09:00,-3.92
2017-06-04 23:10:00,-3.93
2017-06-04 23:11:00,-3.93
2017-06-04 23:12:00,-3.76
2017-06-04 23:13:00,-3.83
2017-06-04 23:14:00,-3.97
2017-06-04 23:15:00,-3.97
2017-06-04 23:16:00,-3.91
2017-06-04 23:17:00,-3.91
2017-06-04 23:18:00,-3.99
2017-06-04 23:19:00,-4.15
2017-06-04 23:20:00,-4.15
2017-06-04 23:21:00,-4.18
2017-06-04 23:22:00,-4.11
2017-06-04 23:23:00,-4
2017-06-04 23:24:00,-4.03
2017-06-04 23:25:00,-4.18
2017-06-04 23:26:00,-4.18
2017-06-04 23:27:00,-4.36
2017-06-04 23:28:00,-4.38
2017-06-04 23:29:00,-4.2
2017-06-04 23:30:00,-4.18
2017-06-04 23:31:00,-4.18
2017-06-04 23:32:00,-4.25
2017-06-04 23:33:00,-4.38
2017-06-04 23:34:00,-4.33
2017-06-04 23:35:00,-4.37
2017-06-04 23:36:00,-4.38
2017-06-04 23:37:00,-4.38
2017-06-04 23:38:00,-4.38
2017-06-04 23:39:00,-4.38
2017-06-04 23:40:00,-4.33
2017-06-04 23:41:00,-4.18
2017-06-04 23:42:00,-4.04
2017-06-04 23:43:00,-3.7
2017-06-04 23:44:00,-3.55
2017-06-04 23:45:00,-3.54
2017-06-04 23:46:00,-3.79
2017-06-04 23:47:00,-3.97
2017-06-04 23:48:00,-4.18
2017-06-04 23:49:00,-4.02
2017-06-04 23:50:00,-3.99
2017-06-04 23:51:00,-3.99
2017-06-04 23:52:00,-4.16
2017-06-04 23:53:00,-4.18
2017-06-04 23:54:00,-4.06
2017-06-04 23:55:00,-4.12
2017-06-04 23:56:00,-4.08
2017-06-04 23:57:00,-4.18
2017-06-04 23:58:00,-4.31
2017-06-04 23:59:00,-4.42
2017-06-05 00:00:00,-4.59
2017-06-05 00:01:00,-4.71
2017-06-05 00:02:00,-4.8
2017-06-05 00:03:00,-4.8
2017-06-05 00:04:00,-4.79
2017-06-05 00:05:00,-4.52
2017-06-05 00:06:00,-4.35
2017-06-05 00:07:00,-4.22
2017-06-05 00:08:00,-4.19
2017-06-05 00:09:00,-4.38
2017-06-05 00:10:00,-4.51
2017-06-05 00:11:00,-4.38
2017-06-05 00:12:00,-4.4
2017-06-05 00:13:00,-4.38
2017-06-05 00:14:00,-4.34
2017-06-05 00:15:00,-4.38
2017-06-05 00:16:00,-4.55
2017-06-05 00:17:00,-4.61
2017-06-05 00:18:00,-4.79
2017-06-05 00:19:00,-4.8
2017-06-05 00:20:00,-4.63
2017-06-05 00:21:00,-4.79
2017-06-05 00:22:00,-4.76
2017-06-05 00:23:00,-4.8
2017-06-05 00:24:00,-4.8
2017-06-05 00:25:00,-4.8
2017-06-05 00:26:00,-4.8
2017-06-05 00:27:00,-4.77
2017-06-05 00:28:00,-4.75
2017-06-05 00:29:00,-4.8
2017-06-05 00:30:00,-4.61
2017-06-05 00:31:00,-4.65
2017-06-05 00:32:00,-4.79
2017-06-05 00:33:00,-4.59
2017-06-05 00:34:00,-4.38
2017-06-05 00:35:00,-4.44
2017-06-05 00:36:00,-4.4
2017-06-05 00:37:00,-4.22
2017-06-05 00:38:00,-3.85
2017-06-05 00:39:00,-3.58
2017-06-05 00:40:00,-3.61
2017-06-05 00:41:00,-3.4
2017-06-05 00:42:00,-3.34
2017-06-05 00:43:00,-3.45
2017-06-05 00:44:00,-3.62
2017-06-05 00:45:00,-3.74
2017-06-05 00:46:00,-3.76
2017-06-05 00:47:00,-3.96
2017-06-05 00:48:00,-4.12
2017-06-05 00:49:00,-4.19
2017-06-05 00:50:00,-4.39
2017-06-05 00:51:00,-4.39
2017-06-05 00:52:00,-4.32
2017-06-05 00:53:00,-4.29
2017-06-05 00:54:00,-4.38
2017-06-05 00:55:00,-4.56
2017-06-05 00:56:00,-4.65
2017-06-05 00:57:00,-4.79
